Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.javacc.parser.LexGen.writeTemplate(java.lang.Object[], java.lang.String);org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.notTailOfExpansionUnit();org.javacc.jjtree.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.CPPCodeGenerator.tryTokenSequence(java.lang.String, org.javacc.jjtree.IO, org.javacc.jjtree.NodeScope, org.javacc.jjtree.Token, org.javacc.jjtree.Token);org.javacc.jjtree.ASTProduction;0;0;0;0;0;0;0;0
org.javacc.parser.ParseGenCPP.start();org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.parser.Semanticize.action(org.javacc.parser.Expansion);org.javacc.parser.LookaheadCalc;0;0;5;1.0;1.0;25;528;223
org.javacc.jjtree.JJTree.main(java.lang.String[]);org.javacc.jjtree.JJTJJTreeParserState;0;0;0;0;0;0;0;0
org.javacc.parser.LexGen.start();org.javacc.parser.Options;0;0;0;0;0;0;0;0
org.javacc.parser.LexGen.writeTemplate(java.lang.Object[], java.lang.String);org.javacc.parser.Options;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.buildPhase3Routine(boolean, org.javacc.parser.Phase3Data);org.javacc.parser.JavaCCGlobals;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.getNextToken();org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeNode.print(org.javacc.jjtree.IO, org.javacc.jjtree.Token);org.javacc.jjtree.TokenUtils;0;2;4;0.8571428571428572;1.0;47;138;154
org.javacc.parser.OutputFile.getPrintWriter();org.javacc.parser.JavaCCGlobals;0;6;2;0.7142857142857143;1.0;19;150;294
org.javacc.jjtree.JJTreeParser.expansion(org.javacc.jjtree.ASTProduction);org.javacc.jjtree.JJTJJTreeParserState;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.buildPhase3Routine(boolean, org.javacc.parser.Phase3Data);org.javacc.parser.Choice;0;0;0;0;0;0;0;0
org.javacc.parser.RStringLiteral.GenerateDfa(int, org.javacc.parser.CodeGenerator);org.javacc.parser.RegularExpression;0;0;0;0;0;0;0;0
org.javacc.jjtree.CPPCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTCompilationUnit);org.javacc.jjtree.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.javacc_options();org.javacc.jjtree.JJTJJTreeParserState;0;0;0;0;0;0;0;0
org.javacc.parser.TryBlock.dump(int, java.util.Set);org.javacc.parser.Expansion;1;0;1;1.0;0.9375;7;7;18
org.javacc.parser.JavaCCParserTokenManager.jjFillToken();org.javacc.parser.JavaCharStream;0;0;0;0;0;0;0;0
org.javacc.jjtree.JavaCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTExpansionNodeScope);org.javacc.jjtree.SimpleNode;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.setupPhase3Builds(org.javacc.parser.Phase3Data);org.javacc.parser.NonTerminal;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.Arguments(java.util.List);org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.buildLookaheadChecker(java.lang.String[], org.javacc.parser.Lookahead[]);org.javacc.parser.Semanticize;0;0;0;0;0;0;0;0
org.javacc.utils.ConditionParser.jj_consume_token(int);org.javacc.utils.ConditionParserTokenManager;0;0;0;0;0;0;0;0
org.javacc.utils.ConditionParser.ReInit(java.io.Reader);org.javacc.utils.ConditionParserTokenManager;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.generateCPPMethodheader(org.javacc.parser.BNFProduction, org.javacc.parser.Token);org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.parser.NfaState.DumpNonAsciiMoveMethod(org.javacc.parser.CodeGenerator);org.javacc.parser.LexGen;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTree.main(java.lang.String[]);org.javacc.jjtree.NodeFiles;0;3;9;0.8421052631578947;1.0;75;135;335
org.javacc.parser.LexGen.DumpFillToken();org.javacc.parser.Options;0;0;0;0;0;0;0;0
org.javacc.parser.ROneOrMore.GenerateNfa(boolean);org.javacc.parser.Nfa;0;0;0;0;0;0;0;0
org.javacc.utils.ConditionParserTokenManager.getNextToken();org.javacc.utils.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.jj_scan_token(int);org.javacc.jjtree.Token;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.minimumSize(int, org.javacc.parser.Expansion);org.javacc.parser.Sequence;0;0;0;0;0;0;0;0
org.javacc.jjtree.NodeScope.getNodeDescriptorText();org.javacc.jjtree.ASTNodeDescriptor;1;0;1;1.0;0.9230769230769231;3;187;89
org.javacc.parser.JavaCCParser.expansion(org.javacc.parser.Container);org.javacc.parser.Container;0;0;0;0;0;0;0;0
org.javacc.parser.ParseGenCPP.start();org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.getToken(int);org.javacc.parser.JavaCCParserTokenManager;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.complex_regular_expression_unit(org.javacc.parser.Container);org.javacc.parser.RZeroOrOne;0;0;0;0;0;0;0;0
org.javacc.parser.LexGenCPP.DumpMoreActions();org.javacc.parser.LexGen;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.node_descriptor();org.javacc.jjtree.Token;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParserTokenManager.jjMoveStringLiteralDfa4_0(long, long, long, long, long, long);org.javacc.parser.JavaCharStream;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.genFirstSet(org.javacc.parser.Expansion);org.javacc.parser.NonTerminal;0;0;0;0;0;0;0;0
org.javacc.parser.RChoice.CompressCharLists();org.javacc.parser.RCharacterList;3;2;3;0.875;0.8333333333333334;17;54;208
org.javacc.parser.ParseEngine.buildPhase2Routine(org.javacc.parser.Lookahead);org.javacc.parser.Options;0;0;0;0;0;0;0;0
org.javacc.parser.test.NfaStateTest.setUp();org.javacc.parser.Main;0;0;2;1.0;1.0;5;124;159
org.javacc.jjtree.JavaCodeGenerator.insertCloseNodeCode(boolean, java.lang.String, org.javacc.jjtree.IO, org.javacc.jjtree.NodeScope);org.javacc.jjtree.ASTNodeDescriptor;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.ReInit(org.javacc.jjtree.JJTreeParserTokenManager);org.javacc.jjtree.JJTJJTreeParserState;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.phase1ExpansionGen(org.javacc.parser.Expansion);org.javacc.parser.Options;0;0;0;0;0;0;0;0
org.javacc.parser.OptionsTest.testNormalize();org.javacc.parser.JavaCCErrors;0;0;2;1.0;1.0;14;127;78
org.javacc.parser.ParseEngine.buildPhase2Routine(org.javacc.parser.Lookahead);org.javacc.parser.Lookahead;0;0;0;0;0;0;0;0
org.javacc.parser.LexGenCPP.DumpStaticVarDeclarations();org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.ReInit(java.io.Reader);org.javacc.parser.JavaCCParserTokenManager;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.buildLookaheadChecker(java.lang.String[], org.javacc.parser.Lookahead[]);org.javacc.parser.Expansion;0;0;0;0;0;0;0;0
org.javacc.parser.ExpansionTest.setUp();org.javacc.parser.Expansion;2;0;2;1.0;0.8571428571428572;8;72;18
org.javacc.jjtree.JJTreeParser.regular_expression();org.javacc.jjtree.JJTJJTreeParserState;0;0;0;0;0;0;0;0
org.javacc.parser.RSequence.GenerateNfa(boolean);org.javacc.parser.RegularExpression;1;1;2;0.8333333333333334;1.0;20;26;9
org.javacc.parser.NfaState.AddChar(char);org.javacc.parser.LexGen;0;4;3;0.9285714285714286;1.0;30;1613;956
org.javacc.parser.ParseEngine.genReturn(boolean);org.javacc.parser.Expansion;0;0;0;0;0;0;0;0
org.javacc.parser.test.NfaStateTest.testDumpCharAndRangeMovesInitialised();org.javacc.parser.NfaState;0;1;1;0.9642857142857143;1.0;7;124;1613
org.javacc.jjtree.JavaCodeGenerator.tryTokenSequence(java.lang.String, org.javacc.jjtree.IO, org.javacc.jjtree.NodeScope, org.javacc.jjtree.Token, org.javacc.jjtree.Token);org.javacc.jjtree.TokenUtils;0;0;0;0;0;0;0;0
org.javacc.utils.ConditionParserTokenManager.jjMoveStringLiteralDfa1_2(long);org.javacc.utils.JavaCharStream;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.expansion(org.javacc.jjtree.ASTProduction);org.javacc.jjtree.ASTExpansionNodeScope;0;0;0;0;0;0;0;0
org.javacc.parser.NfaState.AddChar(char);org.javacc.parser.Options;0;4;3;0.9285714285714286;1.0;30;1613;261
org.javacc.parser.ParseEngine.buildPhase2Routine(org.javacc.parser.Lookahead);org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParserTokenManager.jjMoveStringLiteralDfa1_0(long, long, long);org.javacc.parser.JavaCharStream;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.genFirstSet(org.javacc.parser.Expansion);org.javacc.parser.Choice;0;0;0;0;0;0;0;0
org.javacc.parser.ZeroOrOne.dump(int, java.util.Set);org.javacc.parser.Expansion;1;0;1;1.0;0.9375;7;15;18
org.javacc.jjtree.JavaCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTBNFDeclaration);org.javacc.jjtree.ASTBNFDeclaration;0;0;0;0;0;0;0;0
org.javacc.jjtree.CPPCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTGrammar);org.javacc.parser.JavaCCGlobals;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.minimumSize(int, org.javacc.parser.Expansion);org.javacc.parser.OneOrMore;0;0;0;0;0;0;0;0
org.javacc.utils.ConditionParser.jj_consume_token(int);org.javacc.utils.Token;0;0;0;0;0;0;0;0
org.javacc.parser.test.NfaStateTest.testDumpCharAndRangeMovesInitialised();org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.parser.RCharacterList.GenerateNfa(boolean);org.javacc.parser.SingleCharacter;1;6;4;0.6;0.9333333333333333;25;208;5
org.javacc.parser.test.NfaStateTest.testDumpStatesForKind();org.javacc.parser.NfaState;0;0;1;1.0;1.0;6;124;1613
org.javacc.jjtree.JJTreeOptionsTest.testValidateReturnType();org.javacc.jjtree.JJTreeOptions;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.expansion_choices(org.javacc.parser.Container);org.javacc.parser.Container;0;0;0;0;0;0;0;0
org.javacc.parser.LexGenCPP.DumpStaticVarDeclarations();org.javacc.parser.LexGen;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.jj_consume_token(int);org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.parser.RZeroOrOne.GenerateNfa(boolean);org.javacc.parser.NfaState;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.phase1ExpansionGen(org.javacc.parser.Expansion);org.javacc.parser.RegularExpression;0;0;0;0;0;0;0;0
org.javacc.parser.LexGen.PrintClassHead();org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.parser.ParseEngine.genFirstSet(org.javacc.parser.Expansion);org.javacc.parser.OneOrMore;0;0;0;0;0;0;0;0
org.javacc.jjtree.CPPCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTBNFAction);org.javacc.jjtree.JJTreeNode;0;0;0;0;0;0;0;0
org.javacc.jjtree.JJTreeParser.javacc_options();org.javacc.jjtree.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.JavaCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTJavacodeBody);org.javacc.jjtree.IO;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParser.jj_ntk();org.javacc.parser.Token;0;0;0;0;0;0;0;0
org.javacc.jjtree.JavaCodeGenerator.visit(java.lang.Object, org.javacc.jjtree.ASTLHS);org.javacc.jjtree.JJTreeNode;0;0;0;0;0;0;0;0
org.javacc.jjdoc.HTMLGenerator.print(java.lang.String);org.javacc.jjdoc.TextGenerator;1;0;1;1.0;0.962962962962963;3;141;108
org.javacc.parser.LexGen.start();org.javacc.parser.CodeGenerator;0;0;0;0;0;0;0;0
org.javacc.parser.JavaCCParserTokenManager.jjMoveStringLiteralDfa8_0(long, long, long, long);org.javacc.parser.JavaCharStream;0;0;0;0;0;0;0;0
