Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.apache.derby.jdbc.EmbeddedSimpleDataSource.findDriver();org.apache.derby.iapi.services.i18n.MessageService;0;0;0;0;0
org.apache.derby.impl.sql.compile.InListOperatorNode.preprocess(int, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.PredicateList, org.apache.derby.impl.sql.compile.SubqueryList);org.apache.derby.impl.sql.compile.BetweenOperatorNode;0;0;0;0;0
org.apache.derby.impl.store.access.heap.Heap.create(int, int, java.util.Properties, long, org.apache.derby.iapi.store.raw.Transaction, org.apache.derby.iapi.types.DataValueDescriptor[]);org.apache.derby.impl.store.access.conglomerate.ConglomerateUtil;0;0;0;0;0
org.apache.derby.impl.store.raw.log.LogToFile.run();org.apache.derby.iapi.util.ReuseFactory;0;0;0;0;0
org.apache.derby.impl.sql.compile.TernaryOperatorNode.constantExpression(org.apache.derby.impl.sql.compile.PredicateList);org.apache.derby.impl.sql.compile.ValueNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.HalfOuterJoinNode.preprocess(int, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.GroupByList);org.apache.derby.impl.sql.compile.TableOperatorNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultSetNode.genNewRCForInsert(int, org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.impl.sql.compile.FromVTI);org.apache.derby.iapi.sql.dictionary.TableDescriptor;0;0;0;0;0
org.apache.derby.impl.services.monitor.ServiceBootContext.cleanupOnError(java.lang.Throwable);org.apache.derby.iapi.services.context.ContextImpl;0;0;0;0;0
org.apache.derby.iapi.services.context.ContextService.getCurrentContextManager();org.apache.derby.iapi.services.context.ContextManager;0;0;0;0;0
org.apache.derby.impl.sql.compile.SubqueryList.modifyAccessPaths();org.apache.derby.impl.sql.compile.QueryTreeNodeVector;0;0;0;0;0
org.apache.derby.impl.sql.compile.QueryTreeNode.getNullNode(org.apache.derby.iapi.services.context.ContextManager, org.apache.derby.iapi.types.TypeId);org.apache.derby.iapi.sql.compile.NodeFactory;0;0;0;0;0
org.apache.derby.impl.sql.compile.HashTableNode.printSubNodes(int);org.apache.derby.impl.sql.compile.SingleChildResultSetNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.BinaryRelationalOperatorNode.columnOnOneSide(org.apache.derby.iapi.sql.compile.Optimizable);org.apache.derby.impl.sql.compile.BinaryOperatorNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.PredicateList.pushExpressionsIntoSelect(boolean, org.apache.derby.impl.sql.compile.SelectNode);org.apache.derby.impl.sql.compile.SelectNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.makeColumnFromName(java.lang.String);org.apache.derby.impl.sql.compile.QueryTreeNode;0;0;0;0;0
org.apache.derby.iapi.types.SQLTime.typePrecedence();org.apache.derby.iapi.types.TypeId;0;0;0;0;0
org.apache.derby.impl.sql.GenericParameterValueSet.setParameterAsObject(int, java.lang.Object);org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.sql.compile.ProjectRestrictNode.generateMinion(boolean, org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.impl.sql.compile.ExpressionClassBuilder);org.apache.derby.impl.sql.compile.ResultColumnList;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.countReferencedColumns();org.apache.derby.impl.sql.compile.QueryTreeNodeVector;0;0;0;0;0
org.apache.derby.iapi.types.SQLDouble.equals(org.apache.derby.iapi.types.DataValueDescriptor, org.apache.derby.iapi.types.DataValueDescriptor);org.apache.derby.iapi.types.SQLBoolean;0;0;0;0;0
org.apache.derby.impl.sql.execute.RealResultSetStatisticsFactory.getResultSetStatistics(org.apache.derby.iapi.sql.execute.NoPutResultSet);org.apache.derby.impl.sql.execute.JoinResultSet;0;0;0;0;0
org.apache.derby.impl.store.raw.data.StoredPage.logAction(org.apache.derby.iapi.store.raw.log.LogInstant);org.apache.derby.impl.store.raw.data.BasePage;0;0;0;0;0
org.apache.derby.impl.store.raw.data.RAFContainer.privRemoveFile(org.apache.derby.io.StorageFile);org.apache.derby.impl.store.raw.data.FileContainer;0;0;0;0;0
org.apache.derby.impl.sql.execute.rts.RealSetOpResultSetStatistics.getNodeName();org.apache.derby.iapi.services.i18n.MessageService;0;0;0;0;0
org.apache.derby.impl.sql.execute.DeleteCascadeResultSet.open();org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.services.bytecode.BCMethod.pop();org.apache.derby.impl.services.bytecode.Type;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.rejectXMLValues();org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.jdbc.EmbedPreparedStatement.getMetaData();org.apache.derby.impl.jdbc.EmbedStatement;0;0;0;0;0
org.apache.derby.impl.jdbc.EmbedCallableStatement40.setNClob(int, java.io.Reader);org.apache.derby.impl.jdbc.Util;0;0;0;0;0
org.apache.derby.impl.sql.compile.FromTable.nextAccessPath(org.apache.derby.iapi.sql.compile.OptimizablePredicateList, org.apache.derby.iapi.sql.compile.Optimizer, org.apache.derby.iapi.sql.compile.RowOrdering);org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.findParentResultColumn(org.apache.derby.impl.sql.compile.ResultColumn);org.apache.derby.impl.sql.compile.VirtualColumnNode;0;0;0;0;0
org.apache.derby.iapi.types.J2SEDataValueFactory.boot(boolean, java.util.Properties);org.apache.derby.iapi.types.SQLDecimal;0;0;0;0;0
org.apache.derby.impl.store.raw.data.StoredPage.getNewOverflowPage();org.apache.derby.impl.store.raw.data.BasePage;0;0;0;0;0
org.apache.derby.impl.jdbc.EmbedCallableStatement20.setTime(java.lang.String, java.sql.Time, java.util.Calendar);org.apache.derby.impl.jdbc.Util;0;0;0;0;0
org.apache.derby.impl.sql.compile.RenameNode.renameTableBind(org.apache.derby.iapi.sql.dictionary.DataDictionary);org.apache.derby.iapi.sql.dictionary.TableDescriptor;0;0;0;0;0
org.apache.derby.impl.sql.execute.rts.RealInsertResultSetStatistics.getStatementExecutionPlanText(int);org.apache.derby.impl.sql.execute.rts.RealNoRowsResultSetStatistics;0;0;0;0;0
org.apache.derby.impl.sql.execute.AlterTableConstantAction.getSemiRowCount(org.apache.derby.iapi.store.access.TransactionController);org.apache.derby.iapi.sql.dictionary.TableDescriptor;0;0;0;0;0
org.apache.derby.impl.store.raw.data.RFResource.getAsFile(java.lang.String, long);org.apache.derby.impl.store.raw.data.BaseDataFileFactory;0;0;0;0;0
org.apache.derby.iapi.types.SQLTimestamp.newTime(java.util.Calendar);org.apache.derby.iapi.types.SQLTime;0;0;0;0;0
org.apache.derby.impl.store.access.sort.SortBufferScan.next();org.apache.derby.impl.store.access.sort.SortScan;0;0;0;0;0
org.apache.derby.impl.store.access.btree.index.B2IRowLocking3._lockScan(boolean, boolean, org.apache.derby.iapi.store.raw.RecordHandle);org.apache.derby.impl.store.access.btree.OpenBTree;0;0;0;0;0
org.apache.derby.impl.store.access.conglomerate.GenericScanController.positionAtNextPage(org.apache.derby.impl.store.access.conglomerate.RowPosition);org.apache.derby.impl.store.access.conglomerate.RowPosition;0;0;0;0;0
org.apache.derby.iapi.types.UserType.getDouble();org.apache.derby.iapi.types.DataType;0;0;0;0;0
org.apache.derby.impl.store.access.sort.MergeSort.multiStageMerge(org.apache.derby.iapi.store.access.conglomerate.TransactionManager);org.apache.derby.impl.store.access.sort.ExternalSortFactory;0;0;0;0;0
org.apache.derby.impl.sql.catalog.SYSCHECKSRowFactory.buildDescriptor(org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.dictionary.TupleDescriptor, org.apache.derby.iapi.sql.execute.ExecRow);org.apache.derby.iapi.sql.dictionary.CatalogRowFactory;0;0;0;0;0
org.apache.derby.impl.sql.compile.DateTypeCompiler.storable(org.apache.derby.iapi.services.loader.ClassFactory, org.apache.derby.iapi.types.TypeId);org.apache.derby.iapi.types.TypeId;0;0;0;0;0
org.apache.derby.impl.sql.execute.RowResultSet.openCore();org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl;0;0;0;0;0
org.apache.derby.impl.store.raw.log.LogAccessFile.switchLogBuffer();org.apache.derby.impl.store.raw.log.LogAccessFileBuffer;0;0;0;0;0
org.apache.derby.impl.sql.compile.CursorNode.getUpdateBaseTableName();org.apache.derby.impl.sql.compile.FromTable;0;0;0;0;0
org.apache.derby.iapi.services.context.ContextImpl.pushMe();org.apache.derby.iapi.services.context.ContextManager;0;0;0;0;0
org.apache.derby.impl.sql.compile.AggregateNode.bindExpression(java.util.Vector, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.SubqueryList);org.apache.derby.impl.sql.compile.UnaryOperatorNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.CoalesceFunctionNode.generateExpression(org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.impl.sql.compile.ExpressionClassBuilder);org.apache.derby.impl.sql.compile.ValueNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.CreateTriggerNode.validateReferencesClause(org.apache.derby.iapi.sql.dictionary.DataDictionary);org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.setResultSetNumber(int);org.apache.derby.impl.sql.compile.ResultColumn;0;0;0;0;0
org.apache.derby.impl.sql.GenericStorablePreparedStatement.readExternal(java.io.ObjectInput);org.apache.derby.impl.sql.GenericPreparedStatement;0;0;0;0;0
org.apache.derby.impl.services.bytecode.CodeChunk.insertCodeSpace(int, int);org.apache.derby.iapi.services.classfile.ClassFormatOutput;0;0;0;0;0
org.apache.derby.impl.sql.compile.ColumnReference.getTablesReferenced(org.apache.derby.iapi.util.JBitSet);org.apache.derby.iapi.util.JBitSet;0;0;0;0;0
org.apache.derby.impl.sql.execute.IndexRowToBaseRowResultSet.getNextRowCore();org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.store.raw.data.AllocPage.getNextAllocPageOffset();org.apache.derby.impl.store.raw.data.BasePage;0;0;0;0;0
org.apache.derby.impl.sql.compile.VirtualColumnNode.generateExpression(org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.impl.sql.compile.ExpressionClassBuilder);org.apache.derby.impl.sql.compile.ExpressionClassBuilder;0;0;0;0;0
org.apache.derby.impl.sql.compile.BinaryLogicalOperatorNode.resolveLogicalBinaryOperator(org.apache.derby.iapi.types.DataTypeDescriptor, org.apache.derby.iapi.types.DataTypeDescriptor);org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.sql.execute.AlterTableConstantAction.modifyColumnConstraint(boolean, java.lang.String, org.apache.derby.iapi.sql.Activation);org.apache.derby.iapi.sql.dictionary.TableDescriptor;0;0;0;0;0
org.apache.derby.catalog.GetProcedureColumns.getInt(int);org.apache.derby.iapi.types.DataTypeDescriptor;0;0;0;0;0
org.apache.derby.impl.services.locks.D_LockControl.diag();org.apache.derby.iapi.services.diag.DiagnosticUtil;0;0;0;0;0
org.apache.derby.impl.store.raw.data.StoredPage.storeRecordForInsert(int, java.io.ObjectInput);org.apache.derby.impl.store.raw.data.BaseDataFileFactory;0;0;0;0;0
org.apache.derby.impl.store.raw.data.BasePage.deleteAtSlot(boolean, int, org.apache.derby.iapi.store.access.conglomerate.LogicalUndo);org.apache.derby.impl.store.raw.data.BaseContainerHandle;0;0;0;0;0
org.apache.derby.impl.sql.compile.OrNode.preprocess(int, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.PredicateList, org.apache.derby.impl.sql.compile.SubqueryList);org.apache.derby.impl.sql.compile.ColumnReference;0;0;0;0;0
org.apache.derby.iapi.sql.dictionary.RoutinePermsDescriptor.checkOwner(java.lang.String);org.apache.derby.iapi.sql.dictionary.AliasDescriptor;0;0;0;0;0
org.apache.derby.impl.sql.compile.GroupByList.bindGroupByColumns(java.util.Vector, org.apache.derby.impl.sql.compile.SelectNode);org.apache.derby.iapi.sql.compile.NodeFactory;0;0;0;0;0
org.apache.derby.iapi.types.SQLDouble.getLong();org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.sql.compile.TableOperatorNode.preprocess(int, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.GroupByList);org.apache.derby.iapi.util.JBitSet;0;0;0;0;0
org.apache.derby.impl.store.access.heap.HeapController.load(boolean, org.apache.derby.iapi.store.access.conglomerate.TransactionManager, org.apache.derby.iapi.store.access.RowLocationRetRowSource, org.apache.derby.impl.store.access.heap.Heap);org.apache.derby.iapi.store.raw.ContainerKey;0;0;0;0;0
org.apache.derby.impl.jdbc.EmbedStatement.setQueryTimeout(int);org.apache.derby.impl.jdbc.ConnectionChild;0;0;0;0;0
org.apache.derby.impl.sql.compile.IsNode.changeToCNF(boolean);org.apache.derby.impl.sql.compile.ValueNode;0;0;0;0;0
org.apache.derby.impl.sql.execute.ScrollInsensitiveResultSet.getFirstRow();org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.store.access.RAMTransaction.startNestedUserTransaction(boolean);org.apache.derby.impl.store.access.RAMAccessManager;0;0;0;0;0
org.apache.derby.impl.sql.compile.CallStatementNode.checkReliability();org.apache.derby.impl.sql.compile.QueryTreeNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.BinaryRelationalOperatorNode.getOperand(boolean, int, org.apache.derby.impl.sql.compile.ColumnReference);org.apache.derby.impl.sql.compile.QueryTreeNode;0;0;0;0;0
org.apache.derby.iapi.types.DataTypeDescriptor.getJDBCTypeId();org.apache.derby.iapi.types.TypeId;0;0;0;0;0
org.apache.derby.impl.sql.execute.ValueRow.writeExternal(java.io.ObjectOutput);org.apache.derby.iapi.services.io.ArrayUtil;0;0;0;0;0
org.apache.derby.impl.sql.compile.ResultColumnList.addResultColumn(org.apache.derby.impl.sql.compile.ResultColumn);org.apache.derby.impl.sql.compile.ResultColumn;0;0;0;0;0
org.apache.derby.impl.jdbc.SQLExceptionFactory40.wrapArgsForTransportAcrossDRDA(int, java.lang.Object[], java.lang.String, java.lang.String, java.lang.Throwable, java.sql.SQLException);org.apache.derby.impl.jdbc.SQLExceptionFactory;0;0;0;0;0
org.apache.derby.impl.sql.compile.SelectNode.isUpdatableCursor(org.apache.derby.iapi.sql.dictionary.DataDictionary);org.apache.derby.impl.sql.compile.QueryTreeNode;0;0;0;0;0
org.apache.derby.iapi.sql.dictionary.TableDescriptor.getAllRelevantTriggers(int, int[], org.apache.derby.iapi.sql.dictionary.GenericDescriptorList);org.apache.derby.iapi.sql.dictionary.TupleDescriptor;0;0;0;0;0
org.apache.derby.impl.sql.compile.FromBaseTable.estimateCost(org.apache.derby.iapi.sql.compile.CostEstimate, org.apache.derby.iapi.sql.compile.OptimizablePredicateList, org.apache.derby.iapi.sql.compile.Optimizer, org.apache.derby.iapi.sql.compile.RowOrdering, org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor);org.apache.derby.impl.sql.compile.QueryTreeNodeVector;0;0;0;0;0
org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getSetAutoincrementValue(boolean, boolean, org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.iapi.types.NumberDataValue, org.apache.derby.iapi.types.RowLocation);org.apache.derby.impl.sql.catalog.TabInfoImpl;0;0;0;0;0
org.apache.derby.impl.services.monitor.BaseMonitor.getPersistentService(java.lang.String, java.lang.String);org.apache.derby.iapi.error.StandardException;0;0;0;0;0
org.apache.derby.impl.store.raw.xact.Xact.setup(org.apache.derby.iapi.services.property.PersistentSet);org.apache.derby.iapi.services.property.PropertyUtil;0;0;0;0;0
org.apache.derby.impl.services.bytecode.BCMethod.setArrayElement(int);org.apache.derby.impl.services.bytecode.CodeChunk;0;0;0;0;0
org.apache.derby.impl.sql.execute.rts.RealProjectRestrictStatistics.getStatementExecutionPlanText(int);org.apache.derby.iapi.services.i18n.MessageService;0;0;0;0;0
org.apache.derby.impl.sql.catalog.DataDictionaryImpl.isSchemaReferenced(int, int, org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.iapi.types.DataValueDescriptor, org.apache.derby.impl.sql.catalog.TabInfoImpl);org.apache.derby.iapi.sql.dictionary.CatalogRowFactory;0;0;0;0;0
org.apache.derby.impl.sql.compile.FromBaseTable.estimateCost(org.apache.derby.iapi.sql.compile.CostEstimate, org.apache.derby.iapi.sql.compile.OptimizablePredicateList, org.apache.derby.iapi.sql.compile.Optimizer, org.apache.derby.iapi.sql.compile.RowOrdering, org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor);org.apache.derby.impl.sql.compile.FromTable;0;0;0;0;0
org.apache.derby.impl.store.access.heap.HeapController.purgeCommittedDeletes(org.apache.derby.iapi.store.raw.Page);org.apache.derby.iapi.store.access.RowUtil;0;0;0;0;0
org.apache.derby.impl.services.monitor.StorageFactoryService.saveServiceProperties(boolean, java.lang.String, java.util.Properties, org.apache.derby.io.StorageFactory);org.apache.derby.iapi.services.monitor.Monitor;0;0;0;0;0
org.apache.derby.impl.sql.execute.UpdateResultSet.collectAffectedRows();org.apache.derby.impl.sql.execute.WriteCursorConstantAction;0;0;0;0;0
org.apache.derby.impl.sql.execute.CreateAliasConstantAction.executeConstantAction(org.apache.derby.iapi.sql.Activation);org.apache.derby.iapi.sql.dictionary.SchemaDescriptor;0;0;0;0;0
org.apache.derby.impl.sql.compile.GroupByNode.addUnAggColumns();org.apache.derby.impl.sql.compile.SingleChildResultSetNode;0;0;0;0;0
org.apache.derby.impl.jdbc.EmbedCallableStatement40.getSQLXML(int);org.apache.derby.impl.jdbc.Util;0;0;0;0;0
org.apache.derby.impl.sql.compile.FromTable.isMaterializable();org.apache.derby.impl.sql.compile.HasCorrelatedCRsVisitor;0;0;0;0;0
org.apache.derby.impl.sql.compile.UnaryOperatorNode.isConstantExpression();org.apache.derby.impl.sql.compile.ValueNode;0;0;0;0;0
org.apache.derby.impl.sql.compile.StaticMethodCallNode.resolveRoutine(java.util.Vector, org.apache.derby.iapi.sql.dictionary.SchemaDescriptor, org.apache.derby.impl.sql.compile.FromList, org.apache.derby.impl.sql.compile.SubqueryList);org.apache.derby.catalog.types.RoutineAliasInfo;0;0;0;0;0
